
       instance   k    n     m  heu_timelimit  exact_timelimit  do_confirm_crit  confirm_timelimit  do_exact   ss  chroma_k_early  chroma_k  crit  edges  num_perturb  repl     time  time_confirm  time_color  calls_to_coloring  heu_mistakes  avg_perturb_str      ttb  itb  num_flips  num_bt  infeas  seed
  rand-50-0.2-5   5   50   245            0.5                1                1               1800         0   15               0         1     1     41          113     0     1800     0.0178704     1799.95               7511             0          1.10714  399.164   27       7398       0       0     9
  rand-50-0.2-5   5   50   245            0.5                1                1               1800         0   15               0         1     1     41          116     0     1800     0.0186986     1799.95               7580             0         0.965217  92.5321    6       7519       0       0    10
 rand-50-0.25-1   6   50   306            0.5                1                1               1800         0   29               0         1     1    134          140     0     1800     0.0325314     1799.92               8200             0         0.971223  19.5178    1       8144       0       0     1
 rand-50-0.25-1   6   50   306            0.5                1                1               1800         0   29               0         1     1    134          141     0     1800     0.0322492     1799.92               8144             0          1.01429  19.5114    1       8072       0       0     2
 rand-50-0.25-1   6   50   306            0.5                1                1               1800         0   29               0         1     1    134          138     0     1800     0.0469514     1799.91               8305             0         0.941606  19.5148    1       8277       0       0     3
 rand-50-0.25-1   6   50   306            0.5                1                1               1800         0   29               0         1     1    134          141     0     1800     0.0476703     1799.91               8106             0             1.05  19.5184    1       7995       0       0     4
 rand-50-0.25-1   6   50   306            0.5                1                1               1800         0   29               0         1     1    134          139     0     1800     0.0324188     1799.92               8235             0          1.02174  19.5119    1       8175       0       0     5
 rand-50-0.25-1   6   50   306            0.5                1                1               1800         0   29               0         1     1    134          141     0     1800     0.0322667     1799.92               8143             0          1.01429  19.5132    1       8082       0       0     6
 rand-50-0.25-1   6   50   306            0.5                1                1               1800         0   29               0         1     1    134          141     0     1800      0.046516     1799.91               8140             0         0.985714  19.5229    1       8060       0       0     7
 rand-50-0.25-1   6   50   306            0.5                1                1               1800         0   29               0         1     1    134          140     0     1800     0.0469336     1799.91               8168             0          1.04317  19.5156    1       8084       0       0     8
 rand-50-0.25-1   6   50   306            0.5                1                1               1800         0   29               0         1     1    134          137     0     1800     0.0324976     1799.92               8375             0         0.882353  19.5133    1       8388       0       0     9
 rand-50-0.25-1   6   50   306            0.5                1                1               1800         0   29               0         1     1    134          137     0     1800       0.03204     1799.92               8339             0          1.02206  19.5125    1       8310       0       0    10
 rand-50-0.25-2   6   50   306            0.5                1                1               1800         0   23               0         0     0     93          132     0     1800    0.00402839     1799.95               7867             0          1.07634  547.751   40       7811       2       0     1
 rand-50-0.25-2   6   50   306            0.5                1                1               1800         0   23               0         0     0     93          133     0     1800    0.00409413     1799.96               7980             0          0.94697  33.0143    2       8001       4       0     2
 rand-50-0.25-2   6   50   306            0.5                1                1               1800         0   23               0         0     0     93          133     0     1800     0.0042153     1799.95               8059             0         0.969697  47.5226    3       8126       5       0     3
 rand-50-0.25-2   6   50   306            0.5                1                1               1800         0   23               0         0     0     93          133     0     1800    0.00411056     1799.96               7931             0         0.969697  74.0372    5       7952       5       0     4
 rand-50-0.25-2   6   50   306            0.5                1                1               1800         0   23               0         0     0     93          133     0     1800    0.00406228     1799.96               7993             0         0.909091   1666.5  123       8022       2       0     5
 rand-50-0.25-2   6   50   306            0.5                1                1               1800         0   23               0         0     0     93          132     0     1800    0.00422297     1799.95               7955             0          1.09924  387.257   28       7938       3       0     6
 rand-50-0.25-2   6   50   306            0.5                1                1               1800         0   23               0         0     0     93          133     0     1800    0.00421834     1799.96               7975             0          1.03788  347.988   25       8023       4       0     7
 rand-50-0.25-2   6   50   306            0.5                1                1               1800         0   23               0         0     0     93          133     0     1800    0.00421298     1799.95               7917             0          1.04545  262.879   19       7924       3       0     8
 rand-50-0.25-2   6   50   306            0.5                1                1               1800         0   23               0         0     0     93          133     0     1800    0.00415597     1799.95               7872             0          1.06061   712.24   52       7854       5       0     9
 rand-50-0.25-2   6   50   306            0.5                1                1               1800         0   23               0         0     0     93          133     0     1800    0.00422026     1799.95               7950             0         0.969697  1528.07  113       7958       2       0    10
 rand-50-0.25-3   6   50   306            0.5                1                1               1800         0   34               0         1     1    178          148     0     1800     0.0471775      1799.9               8729             0         0.965986  860.174   73       8776       0       0     1
 rand-50-0.25-3   6   50   306            0.5                1                1               1800         0   33               0         1     1    169          154     0     1800     0.0438156     1799.91               8549             0          1.01948   111.09    7       8564       0       0     2
 rand-50-0.25-3   6   50   306            0.5                1                1               1800         0   34               0         1     1    178          155     0     1800     0.0657535     1799.89               8539             0         0.993506  216.182   19       8494       0       0     3
 rand-50-0.25-3   6   50   306            0.5                1                1               1800         0   33               0         1     1    167          161     0     1800      0.064849     1799.89               8422             0           1.0875  240.194   20       8429       0       0     4
 rand-50-0.25-3   6   50   306            0.5                1                1               1800         0   34               0         1     1    178          148     0     1800     0.0459574     1799.91               8650             0         0.891156  262.203   20       8661       0       0     5
 rand-50-0.25-3   6   50   306            0.5                1                1               1800         0   33               0         1     1    167          148     0     1800     0.0467252     1799.91               8612             0           1.0068   72.564    5       8656       0       0     6
 rand-50-0.25-3   6   50   306            0.5                1                1               1800         0   33               0         1     1    167          157     0     1800     0.0654482     1799.89               8617             0         0.948718  760.593   71       8685       0       0     7
 rand-50-0.25-3   6   50   306            0.5                1                1               1800         0   34               0         1     1    178          154     0     1800     0.0678929     1799.89               8565             0          1.14379  511.886   47       8530       0       0     8
 rand-50-0.25-3   6   50   306            0.5                1                1               1800         0   33               0         1     1    167          152     0     1800     0.0463452     1799.91               8782             0         0.887417   273.23   25       8960       0       0     9
 rand-50-0.25-3   6   50   306            0.5                1                1               1800         0   33               0         1     1    167          157     0     1800     0.0448715     1799.91               8551             0         0.955128  325.254   30       8576       0       0    10
 rand-50-0.25-4   6   50   306            0.5                1                1               1800         0   32               0         1     1    155          152     0     1800     0.0535923      1799.9               8523             0         0.874172  17.5113    1       8648       0       0     1
 rand-50-0.25-4   6   50   306            0.5                1                1               1800         0   32               0         1     1    155          155     0     1800     0.0556383      1799.9               8435             0          1.00649  17.5117    1       8465       0       0     2
 rand-50-0.25-4   6   50   306            0.5                1                1               1800         0   32               0         1     1    155          153     0     1800      0.043114     1799.92               8467             0          1.04605   17.514    1       8547       0       0     3
 rand-50-0.25-4   6   50   306            0.5                1                1               1800         0   32               0         1     1    155          156     0     1800     0.0420797     1799.92               8400             0          1.04516   17.512    1       8396       0       0     4
 rand-50-0.25-4   6   50   306            0.5                1                1               1800         0   32               0         1     1    155          144     0     1800     0.0562886     1799.91               8756             0         0.811189  17.5145    1       8900       0       0     5
 rand-50-0.25-4   6   50   306            0.5                1                1               1800         0   32               0         1     1    155          145     0     1800     0.0553854      1799.9               8685             0         0.937931  17.5135    1       8768       0       0     6
 rand-50-0.25-4   6   50   306            0.5                1                1               1800         0   32               0         1     1    155          152     0     1800      0.043283     1799.91               8573             0          0.94702  17.5112    1       8711       0       0     7
 rand-50-0.25-4   6   50   306            0.5                1                1               1800         0   32               0         1     1    155          154     0     1800     0.0434496     1799.92               8443             0          1.01961  17.5138    1       8504       0       0     8
 rand-50-0.25-4   6   50   306            0.5                1                1               1800         0   32               0         1     1    155          153     0     1800     0.0514496     1799.91               8456             0            1.125  17.5134    1       8501       0       0     9
 rand-50-0.25-4   6   50   306            0.5                1                1               1800         0   32               0         1     1    155          150     0     1800     0.0545228     1799.91               8578             0                1  17.5122    1       8687       0       0    10
 rand-50-0.25-5   6   50   306            0.5                1                1               1800         0   38               0         1     1    206          147     0     1800      0.073234      1799.9               9048             0         0.828767  13.0116    1       9071       0       0     1
 rand-50-0.25-5   6   50   306            0.5                1                1               1800         0   38               0         1     1    206          169     0     1800     0.0714394      1799.9               8718             0          1.05952  13.0133    1       8628       0       0     2
 rand-50-0.25-5   6   50   306            0.5                1                1               1800         0   38               0         1     1    206          164     0     1800     0.0956252     1799.88               8792             0          1.00613  13.0144    1       8736       0       0     3
 rand-50-0.25-5   6   50   306            0.5                1                1               1800         0   38               0         1     1    206          179     0     1800     0.0916406     1799.88               8567             0          1.16854  13.0112    1       8390       0       0     4
 rand-50-0.25-5   6   50   306            0.5                1                1               1800         0   38               0         1     1    206          159     0     1800     0.0763556      1799.9               8869             0         0.968354    13.01    1       8853       0       0     5
 rand-50-0.25-5   6   50   306            0.5                1                1               1800         0   38               0         1     1    206          160     0     1800     0.0733175      1799.9               8846             0          1.00629  13.0107    1       8778       0       0     6
 rand-50-0.25-5   6   50   306            0.5                1                1               1800         0   38               0         1     1    206          171     0     1800     0.0907788     1799.88               8688             0          1.07059  13.0165    1       8568       0       0     7
 rand-50-0.25-5   6   50   306            0.5                1                1               1800         0   37               0         1     1    197          169     0     1800      0.084949     1799.88               8623             0          1.07143  448.858   44       8431       0       0     8
 rand-50-0.25-5   6   50   306            0.5                1                1               1800         0   38               0         1     1    206          164     0     1800     0.0784631      1799.9               8792             0         0.981595  13.0145    1       8724       0       0     9
 rand-50-0.25-5   6   50   306            0.5                1                1               1800         0   38               0         1     1    206          162     0     1800     0.0788926      1799.9               8818             0          1.02484  13.0117    1       8691       0       0    10
rand-100-0.05-1   4  100   247            0.5                1                1               1800         0   19               0         1     1     36           58     0     1800     0.0238185     1799.89               7432             0         0.929825  44.0343    1       7428       0       0     1
rand-100-0.05-1   4  100   247            0.5                1                1               1800         0   19               0         1     1     36           56     0     1800     0.0246633      1799.9               7409             0          1.01818   44.023    1       7321       0       0     2
rand-100-0.05-1   4  100   247            0.5                1                1               1800         0   19               0         1     1     36           58     0     1800     0.0217414     1799.91               7429             0         0.877193  44.0204    1       7421       0       0     3
rand-100-0.05-1   4  100   247            0.5                1                1               1800         0   19               0         1     1     36           55     0     1800     0.0216624      1799.9               7399             0          1.09259  44.0227    1       7269       0       0     4
rand-100-0.05-1   4  100   247            0.5                1                1               1800         0   19               0         1     1     36           61     0     1800     0.0268578      1799.9               7483             0         0.866667  44.0227    1       7493       0       0     5
rand-100-0.05-1   4  100   247            0.5                1                1               1800         0   19               0         1     1     36           61     0     1800     0.0272849      1799.9               7483             0         0.883333  44.0254    1       7496       0       0     6
rand-100-0.05-1   4  100   247            0.5                1                1               1800         0   19               0         1     1     36           53     0     1800     0.0217633      1799.9               7355             0          1.03846  44.0242    1       7241       0       0     7
rand-100-0.05-1   4  100   247            0.5                1                1               1800         0   19               0         1     1     36           56     0     1800     0.0215188      1799.9               7392             0         0.945455  44.0204    1       7410       0       0     8
rand-100-0.05-1   4  100   247            0.5                1                1               1800         0   19               0         1     1     36           55     0     1800     0.0250455      1799.9               7397             0          1.05556  44.0208    1       7265       0       0     9
rand-100-0.05-1   4  100   247            0.5                1                1               1800         0   19               0         1     1     36           51     0     1800     0.0252668      1799.9               7317             0              1.1  44.0218    1       7243       0       0    10
rand-100-0.05-2   4  100   247            0.5                1                1               1800         0   24               0         1     1     45           61     0     1800     0.0272469     1799.88               7634             0             1.15  843.006   28       7539       0       0     1
rand-100-0.05-2   4  100   247            0.5                1                1               1800         0   24               0         1     1     45           62     0     1800     0.0269778     1799.89               7785             0          0.95082  1149.06   41       7660       0       0     2
rand-100-0.05-2   4  100   247            0.5                1                1               1800         0   24               0         1     1     45           62     0     1800     0.0355689     1799.88               7718             0         0.934426  554.049   20       7658       0       0     3
rand-100-0.05-2   4  100   247            0.5                1                1               1800         0   36               0         1     1     71           62     0     1800     0.0572517     1799.86               7746             0          1.03279  38.0238    1       7691       0       0     4
rand-100-0.05-2   4  100   247            0.5                1                1               1800         0   36               0         1     1     71           63     0     1800     0.0520643     1799.86               7807             0          1.03226   38.019    1       7784       0       0     5
rand-100-0.05-2   4  100   247            0.5                1                1               1800         0   36               0         1     1     71           63     0     1800     0.0506514     1799.87               7799             0         0.919355  38.0211    1       7761       0       0     6
rand-100-0.05-2   4  100   247            0.5                1                1               1800         0   24               0         1     1     45           57     0     1800     0.0283575     1799.89               7493             0          1.08929  609.621   20       7465       0       0     7
rand-100-0.05-2   4  100   247            0.5                1                1               1800         0   24               0         1     1     45           58     0     1800     0.0284964     1799.89               7598             0          1.08772    580.1   21       7542       0       0     8
rand-100-0.05-2   4  100   247            0.5                1                1               1800         0   24               0         1     1     45           56     0     1800      0.027489     1799.89               7458             0          1.07273  325.246   10       7389       0       0     9
rand-100-0.05-2   4  100   247            0.5                1                1               1800         0   24               0         1     1     45           58     0     1800     0.0289738     1799.88               7606             0          1.14035  1058.98   36       7451       0       0    10
rand-100-0.05-3   4  100   247            0.5                1                1               1800         0   40               0         1     1     87           66     0     1800     0.0525495     1799.79               8057             0         0.953846    43.09    1       8024       0       0     1
rand-100-0.05-3   4  100   247            0.5                1                1               1800         0   40               0         1     1     87           65     0     1800     0.0554665     1799.82               7927             0          0.96875  43.0539    1       7874       0       0     2
rand-100-0.05-3   4  100   247            0.5                1                1               1800         0   40               0         1     1     87           62     0     1800     0.0477681     1799.85               7660             0          1.18033  43.0229    1       7540       0       0     3
rand-100-0.05-3   4  100   247            0.5                1                1               1800         0   40               0         1     1     87           66     0     1800     0.0520436     1799.85               8020             0         0.907692  43.0246    1       7997       0       0     4
rand-100-0.05-3   4  100   247            0.5                1                1               1800         0   40               0         1     1     87           64     0     1800     0.0542692     1799.85               7931             0          1.12698  43.0234    1       7779       0       0     5
rand-100-0.05-3   4  100   247            0.5                1                1               1800         0   40               0         1     1     87           63     0     1800     0.0538269     1799.85               7754             0          1.03226  43.0267    1       7660       0       0     6
rand-100-0.05-3   4  100   247            0.5                1                1               1800         0   40               0         1     1     87           65     0     1800     0.0486458     1799.86               7921             0         0.953125  43.0238    1       7901       0       0     7
rand-100-0.05-3   4  100   247            0.5                1                1               1800         0   40               0         1     1     87           64     0     1800      0.047629     1799.85               7830             0         0.904762  43.0242    1       7731       0       0     8
rand-100-0.05-3   4  100   247            0.5                1                1               1800         0   40               0         1     1     87           64     0     1800     0.0546409     1799.85               7883             0         0.968254  43.0227    1       7753       0       0     9
rand-100-0.05-3   4  100   247            0.5                1                1               1800         0   40               0         1     1     87           64     0     1800     0.0552471     1799.85               7829             0          1.14286  43.0224    1       7800       0       0    10
rand-100-0.05-4   4  100   247            0.5                1                1               1800         0   16               0         1     1     28           55     0     1800     0.0199633     1799.89               7483             0          1.01852  677.949   24       7424       0       0     1
rand-100-0.05-4   4  100   247            0.5                1                1               1800         0   16               0         1     1     28           56     0     1800      0.019917     1799.91               7406             0          1.01818  110.059    4       7350       0       0     2
rand-100-0.05-4   4  100   247            0.5                1                1               1800         0   16               0         1     1     28           63     0     1800     0.0199608     1799.89               7664             0         0.790323  1380.41   48       7679       0       0     3
rand-100-0.05-4   4  100   247            0.5                1                1               1800         0   16               0         1     1     28           53     0     1800     0.0198884      1799.9               7460             0          1.07692  582.364   21       7345       0       0     4
rand-100-0.05-4   4  100   247            0.5                1                1               1800         0   16               0         1     1     28           61     0     1800     0.0188665      1799.9               7671             0          1.03333  983.075   37       7653       0       0     5
rand-100-0.05-4   4  100   247            0.5                1                1               1800         0   16               0         1     1     28           53     0     1800     0.0258889      1799.9               7439             0          1.05769  448.781   17       7342       0       0     6
rand-100-0.05-4   4  100   247            0.5                1                1               1800         0   16               0         1     1     28           57     0     1800     0.0191945      1799.9               7435             0         0.946429  618.943   21       7323       0       0     7
rand-100-0.05-4   4  100   247            0.5                1                1               1800         0   16               0         1     1     28           67     0     1800     0.0191149     1799.89               7920             0         0.818182  1640.98   61       8001       0       0     8
rand-100-0.05-4   4  100   247            0.5                1                1               1800         0   16               0         1     1     28           59     0     1800     0.0188478     1799.91               7405             0         0.948276  194.108    6       7428       0       0     9
rand-100-0.05-4   4  100   247            0.5                1                1               1800         0   34               0         1     1     69           64     0     1800      0.037523     1799.87               7768             0          1.01587  614.977   21       7736       0       0    10
rand-100-0.05-5   4  100   247            0.5                1                1               1800         0   41               0         1     1     87           64     0     1800     0.0518287     1799.85               7949             0          1.04762  33.5191    1       7812       0       0     1
rand-100-0.05-5   4  100   247            0.5                1                1               1800         0   41               0         1     1     87           65     0     1800     0.0531496     1799.85               7994             0                1  33.5214    1       7899       0       0     2
rand-100-0.05-5   4  100   247            0.5                1                1               1800         0   41               0         1     1     87           63     0     1800     0.0460811     1799.85               7844             0          1.06452  33.5186    1       7658       0       0     3
rand-100-0.05-5   4  100   247            0.5                1                1               1800         0   41               0         1     1     87           64     0     1800     0.0458917     1799.85               7905             0         0.920635  33.5202    1       7767       0       0     4
rand-100-0.05-5   4  100   247            0.5                1                1               1800         0   41               0         1     1     87           63     0     1800     0.0511244     1799.85               7773             0          1.04839  33.5209    1       7652       0       0     5
rand-100-0.05-5   4  100   247            0.5                1                1               1800         0   41               0         1     1     87           65     0     1800     0.0557282     1799.85               7979             0          0.96875  33.5209    1       7921       0       0     6
rand-100-0.05-5   4  100   247            0.5                1                1               1800         0   41               0         1     1     87           67     0     1800      0.046292     1799.86               8213             0         0.757576   33.524    1       8154       0       0     7
rand-100-0.05-5   4  100   247            0.5                1                1               1800         0   41               0         1     1     87           63     0     1800     0.0455797     1799.85               7751             0          1.27419  33.5169    1       7691       0       0     8
rand-100-0.05-5   4  100   247            0.5                1                1               1800         0   41               0         1     1     87           65     0     1800     0.0487099     1799.85               8042             0         0.859375  33.5191    1       7910       0       0     9
rand-100-0.05-5   4  100   247            0.5                1                1               1800         0   41               0         1     1     87           64     0     1800     0.0505018     1799.85               7915             0          1.06349  33.5211    1       7800       0       0    10
 rand-100-0.1-1   5  100   495            0.5                1                1               1800         0   47               0         1     1    182           68     0     1800      0.126002     1799.83               8161             0         0.880597  40.0788    1       8146       0       0     1
 rand-100-0.1-1   5  100   495            0.5                1                1               1800         0   47               0         1     1    182           67     0     1800      0.118618     1799.83               8003             0                1  40.0646    1       7915       0       0     2
 rand-100-0.1-1   5  100   495            0.5                1                1               1800         0   47               0         1     1    182           68     0     1800      0.123251     1799.82               8161             0         0.955224  40.0674    1       8135       0       0     3
 rand-100-0.1-1   5  100   495            0.5                1                1               1800         0   47               0         1     1    182           68     0     1800       0.12935     1799.82               8038             0         0.940299  40.0611    1       8027       0       0     4
 rand-100-0.1-1   5  100   495            0.5                1                1               1800         0   47               0         1     1    182           66     0     1800      0.113457     1799.83               7858             0          1.24615   40.068    1       7685       0       0     5
 rand-100-0.1-1   5  100   495            0.5                1                1               1800         0   47               0         1     1    182           68     0     1800      0.120732     1799.84               8262             0         0.940299  40.0613    1       8220       0       0     6
 rand-100-0.1-1   5  100   495            0.5                1                1               1800         0   47               0         1     1    182           68     0     1800      0.144352     1799.82               8200             0         0.910448  40.0599    1       8187       0       0     7
 rand-100-0.1-1   5  100   495            0.5                1                1               1800         0   47               0         1     1    182           68     0     1800      0.129456     1799.82               8322             0         0.910448  40.0651    1       8306       0       0     8
 rand-100-0.1-1   5  100   495            0.5                1                1               1800         0   47               0         1     1    182           68     0     1800      0.115015     1799.84               8297             0          0.80597  40.0808    1       8230       0       0     9
 rand-100-0.1-1   5  100   495            0.5                1                1               1800         0   47               0         1     1    182           68     0     1800      0.139683     1799.83               8155             0         0.895522  40.0809    1       8141       0       0    10
 rand-100-0.1-2   5  100   495            0.5                1                1               1800         0   32               0         1     1    104           60     0     1800     0.0397326     1799.87               7665             0         0.983051  43.0341    1       7530       0       0     1
 rand-100-0.1-2   5  100   495            0.5                1                1               1800         0   32               0         1     1    104           59     0     1800     0.0400042     1799.87               7590             0         0.982759   43.037    1       7513       0       0     2
 rand-100-0.1-2   5  100   495            0.5                1                1               1800         0   32               0         1     1    104           60     0     1800     0.0354943     1799.87               7643             0                1  43.0318    1       7577       0       0     3
 rand-100-0.1-2   5  100   495            0.5                1                1               1800         0   32               0         1     1    104           61     0     1800     0.0423644     1799.87               7722             0             1.05  43.0424    1       7611       0       0     4
 rand-100-0.1-2   5  100   495            0.5                1                1               1800         0   32               0         1     1    104           63     0     1800     0.0390661     1799.87               7770             0         0.854839  43.0332    1       7729       0       0     5
 rand-100-0.1-2   5  100   495            0.5                1                1               1800         0   32               0         1     1    104           58     0     1800     0.0393642     1799.87               7546             0          1.12281  43.0367    1       7478       0       0     6
 rand-100-0.1-2   5  100   495            0.5                1                1               1800         0   32               0         1     1    104           61     0     1800     0.0354665     1799.88               7720             0          1.06667  43.0345    1       7618       0       0     7
 rand-100-0.1-2   5  100   495            0.5                1                1               1800         0   32               0         1     1    104           58     0     1800     0.0352231     1799.87               7540             0          1.05263  43.0379    1       7458       0       0     8
 rand-100-0.1-2   5  100   495            0.5                1                1               1800         0   32               0         1     1    104           60     0     1800     0.0390258     1799.87               7640             0         0.949153  43.0358    1       7570       0       0     9
 rand-100-0.1-2   5  100   495            0.5                1                1               1800         0   32               0         1     1    104           64     0     1800     0.0393881     1799.87               7840             0         0.888889  43.0331    1       7790       0       0    10
 rand-100-0.1-3   5  100   495            0.5                1                1               1800         0   45               0         1     1    171           66     0     1800     0.0921704     1799.84               8044             0          1.01538  43.5449    1       7957       0       0     1
 rand-100-0.1-3   5  100   495            0.5                1                1               1800         0   45               0         1     1    171           67     0     1800     0.0877509     1799.84               8257             0         0.772727  43.5468    1       8135       0       0     2
 rand-100-0.1-3   5  100   495            0.5                1                1               1800         0   45               0         1     1    171           66     0     1800       0.10704     1799.82               7967             0         0.984615  43.5465    1       7891       0       0     3
 rand-100-0.1-3   5  100   495            0.5                1                1               1800         0   45               0         1     1    171           66     0     1800      0.101454     1799.83               8043             0         0.984615  43.5424    1       7937       0       0     4
 rand-100-0.1-3   5  100   495            0.5                1                1               1800         0   45               0         1     1    171           65     0     1800     0.0926524     1799.84               7822             0          1.10938  43.5491    1       7692       0       0     5
 rand-100-0.1-3   5  100   495            0.5                1                1               1800         0   45               0         1     1    171           67     0     1800     0.0831353     1799.84               8303             0         0.878788  43.5451    1       8216       0       0     6
 rand-100-0.1-3   5  100   495            0.5                1                1               1800         0   45               0         1     1    171           67     0     1800      0.103478     1799.82               8114             0         0.893939  43.5416    1       8096       0       0     7
 rand-100-0.1-3   5  100   495            0.5                1                1               1800         0   45               0         1     1    171           65     0     1800      0.115052     1799.82               7900             0          1.15625  43.5408    1       7738       0       0     8
 rand-100-0.1-3   5  100   495            0.5                1                1               1800         0   45               0         1     1    171           66     0     1800     0.0910837     1799.84               8080             0         0.969231  43.5426    1       7930       0       0     9
 rand-100-0.1-3   5  100   495            0.5                1                1               1800         0   45               0         1     1    171           67     0     1800     0.0929248     1799.84               8115             0         0.909091  43.5453    1       8095       0       0    10
 rand-100-0.1-4   5  100   495            0.5                1                1               1800         0   50               0         1     1    198           69     0     1800       0.16744     1799.81               8066             0          1.14706   559.11   22       7967       0       0     1
 rand-100-0.1-4   5  100   495            0.5                1                1               1800         0   52               0         1     1    206           70     0     1800      0.201449      1799.8               8334             0          1.14493  1043.14   41       8277       0       0     2
 rand-100-0.1-4   5  100   495            0.5                1                1               1800         0   52               0         1     1    206           70     0     1800      0.200423     1799.81               8313             0          0.84058  617.831   24       8229       0       0     3
 rand-100-0.1-4   5  100   495            0.5                1                1               1800         0   52               0         1     1    206           70     0     1800      0.222727     1799.81               8141             0          1.10145  354.711   14       8045       0       0     4
 rand-100-0.1-4   5  100   495            0.5                1                1               1800         0   50               0         1     1    195           69     0     1800      0.168473     1799.82               8321             0                1  1215.05   46       8309       0       0     5
 rand-100-0.1-4   5  100   495            0.5                1                1               1800         0   51               0         1     1    199           69     0     1800      0.275763     1799.82               8373             0         0.823529   1021.9   40       8270       0       0     6
 rand-100-0.1-4   5  100   495            0.5                1                1               1800         0   52               0         1     1    206           71     0     1800      0.209473     1799.81               8105             0          1.05714  505.145   20       8018       0       0     7
 rand-100-0.1-4   5  100   495            0.5                1                1               1800         0   53               0         1     1    210           71     0     1800      0.197515     1799.81               8003             0          1.07143  544.038   21       7942       0       0     8
 rand-100-0.1-4   5  100   495            0.5                1                1               1800         0   52               0         1     1    206           72     0     1800      0.206332     1799.81               7835             0          1.14085  1338.41   54       7725       0       0     9
 rand-100-0.1-4   5  100   495            0.5                1                1               1800         0   52               0         1     1    206           70     0     1800      0.214465     1799.81               8089             0          1.21739  881.409   35       7982       0       0    10
 rand-100-0.1-5   5  100   495            0.5                1                1               1800         0   48               0         1     1    186           68     0     1800        0.1204     1799.83               8279             0         0.970149  1551.05   59       8207       0       0     1
 rand-100-0.1-5   5  100   495            0.5                1                1               1800         0   50               0         1     1    200           68     0     1800     0.0949886     1799.82               7899             0          1.20896  30.5358    1       7737       0       0     2
 rand-100-0.1-5   5  100   495            0.5                1                1               1800         0   43               0         1     1    165           67     0     1800      0.077292     1799.84               8043             0          1.04545  1032.08   39       8011       0       0     3
 rand-100-0.1-5   5  100   495            0.5                1                1               1800         0   50               0         1     1    200           68     0     1800     0.0950604     1799.83               8402             0         0.850746  30.5317    1       8267       0       0     4
 rand-100-0.1-5   5  100   495            0.5                1                1               1800         0   50               0         1     1    200           68     0     1800     0.0901005     1799.82               8067             0                1  30.5377    1       7945       0       0     5
 rand-100-0.1-5   5  100   495            0.5                1                1               1800         0   45               0         1     1    172           68     0     1800     0.0805657     1799.83               8092             0         0.910448  1613.26   61       8030       0       0     6
 rand-100-0.1-5   5  100   495            0.5                1                1               1800         0   50               0         1     1    200           68     0     1800     0.0890836     1799.83               8404             0         0.835821  30.5406    1       8314       0       0     7
