       instance    k  n_red    m_red      n        m  heu_timelimit  exact_timelimit  do_confirm_crit  confirm_timelimit    R  reltg_size  do_heu    ss  ss_gen_1st  ss_fin_1st  chroma_k_early  chroma_k  crit_early  crit   edges         time     time_pp  time_confirm_crit    time_color  iter      ttb   itb  max_iter_diff  ss_fin_avg  ss_gen_avg  ss_gen_best  num_size_att  heu_mistakes  num_pp  avg_pp_reduced  avg_pp_skipped  calls_to_coloring  num_gen_subsets  infeas  clique_start  color_not_ok  seed
    2-FullIns_4    6    212     1621    212     1621            0.5                1                1               1800  200        1.08       1    19         212          24               1         1           1     1      75         1800     52.7377           1.18e-06       66.2176  1764  6.46065     1              1   0.0295935     0.03934           23          2394             0     625          6.2576          6.1808             413194           401271       0             4             0     7
    2-FullIns_4    6    212     1621    212     1621            0.5                1                1               1800  200        1.08       1    19         212          26               1         1           1     1      75         1800     103.652          1.048e-06       66.9837  1652  7.56146     1              1   0.0587539    0.079424           23          2868             0    1207         6.68434         6.26761             413759           390323       0             4             0     8
    2-FullIns_4    6    212     1621    212     1621            0.5                1                1               1800  200        1.08       1    19         212          26               1         1           1     1      75         1800     80.2643           9.19e-07       71.9442  2182  7.36968     1              1   0.0448856   0.0603738           23          3385             0    1194         6.55611         6.21273             528514           505418       0             4             0     9
    2-FullIns_4    6    212     1621    212     1621            0.5                1                1               1800  200        1.08       1    19         212          26               1         1           1     1      75         1800     98.4389          1.007e-06       71.8044  2116  8.08699     1              1   0.0557542   0.0752196           23          3590             0    1465         6.63345         6.23208             527668           499245       0             4             0    10
    2-FullIns_5    7    852    12201    852    12201            0.5                1                1               1800  200        1.08       1    39         852          71               1         1           1     1     244         1800      475.95           6.49e-07       406.664   774  11.9664     1              1     0.12168    0.218193           65          1459             0     670         30.9716         7.39552             256894           215007       0             4             0     1
    2-FullIns_5    7    852    12201    852    12201            0.5                1                1               1800  200        1.08       1    39         852          68               1         1           1     1     244         1800     482.159            3.1e-07       410.735   780  13.6747     1              1    0.123404    0.220537           65          1477             0     682         30.7287         7.35191             258264           215755       0             4             0     2
    2-FullIns_5    7    852    12201    852    12201            0.5                1                1               1800  200        1.08       1    39         852          71               1         1           1     1     244         1800     570.664           3.95e-07       523.495   902  10.1262     1              1    0.133502    0.240417           66          1800             0     883         31.2469         7.42242             313520           258064       0             4             0     3
    2-FullIns_5    7    852    12201    852    12201            0.5                1                1               1800  200        1.08       1    39         852          73               1         1           1     1     244         1800     553.025           9.13e-07       509.604   914  10.8424     1              1    0.128042    0.230323           65          1789             0     858         31.1538         7.41259             315169           261337       0             4             0     4
    2-FullIns_5    7    852    12201    852    12201            0.5                1                1               1800  200        1.08       1    39         852          66               1         1           1     1     244         1800     547.081           5.19e-07       505.398   935    10.04     1              1    0.126485    0.227108           65          1797             0     852         31.0387         7.53521             316050           262813       0             4             0     5
    2-FullIns_5    7    852    12201    852    12201            0.5                1                1               1800  200        1.08       1    39         852          65               1         1           1     1     244         1800     521.874           7.77e-07       486.862   987  9.37386     1              1    0.118214    0.211248           65          1819             0     822         30.7275         7.36131             322722           271491       0             4             0     6
    2-FullIns_5    7    852    12201    852    12201            0.5                1                1               1800  200        1.08       1    39         852          71               1         1           1     1     244         1800      505.93           6.13e-07       471.189   994  9.19604     1              1    0.114371    0.204428           64          1804             0     793          30.739         7.40984             320060           270672       0             4             0     7
    2-FullIns_5    7    852    12201    852    12201            0.5                1                1               1800  200        1.08       1    39         852          70               1         1           1     1     244         1800     525.398           7.84e-07         485.5   947  10.7173     1              1    0.120262    0.215585           65          1777             0     815         30.9423         7.43313             315461           264555       0             4             0     8
    2-FullIns_5    7    852    12201    852    12201            0.5                1                1               1800  200        1.08       1    39         852          63               1         1           1     1     244         1800     387.073           5.66e-07       382.797  1205  10.7626     1              1   0.0824652    0.144639           63          1851             0     638         29.4389         7.45455             340960           302091       0             4             0     9
