
       instance   k  n_red   m_red     n       m  heu_timelimit  exact_timelimit  do_confirm_crit  confirm_timelimit    R  reltg_size  do_heu   ss  ss_gen_1st  ss_fin_1st  chroma_k_early  chroma_k  crit_early  crit  edges     time  time_pp  time_confirm_crit  time_color  iter      ttb  itb  max_iter_diff  ss_fin_avg  ss_gen_avg  ss_gen_best  num_size_att  heu_mistakes  num_pp  avg_pp_reduced  avg_pp_skipped  calls_to_coloring  num_gen_subsets  infeas  clique_start  color_not_ok  seed
    4-FullIns_5   9   4146   77305  4146   77305            0.5                1                1               7200  200        1.08       1   55        4146          91               1         1           1     1    525  7200.01  3668.05           3.39e-07     4011.44   801  24.7896    1              1    0.189325    0.310058           86          1617             0     798         35.1015         8.56767             297017           232008       0             6             0    10
         wap03a  41   4090  263417  4730  286722            0.5                1                1               7200  200        1.08       1  351        4090         355               0         0           1     1  14936     7200  3063.95               7200     3823.91   184  3709.36   88             46     1.13409     1.14787          348           408             0     181         4.28729        0.248619             120526            56299       0            40             0     1
         wap03a  41   4090  263417  4730  286722            0.5                1                1               7200  200        1.08       1  353        4090         364               0         0           1     1  15378     7200  3032.78               7200     3804.06   181   1632.5   33             11     1.10725     1.12064          345           411             0     180         4.26111        0.411111             121292            57296       0            40             0     2
         wap03a  41   4090  263417  4730  286722            0.5                1                1               7200  200        1.08       1  353        4090         333               0         0           1     1  13171  7200.01  3005.02         0.00823524     3766.45   199  6855.67  189             73     1.08681     1.10006          333           397             0     179         4.29609        0.318436             121506            58023       0            40             0     3
         wap03a  41   4090  263417  4730  286722            0.5                1                1               7200  200        1.08       1  339        4090         407               0         0           0     0  14491  7200.01  2994.53               7200     3827.14   171  4089.06   85             34      1.0672     1.08222          347           433             0     170         4.98235        0.482353             117102            56399       0            40             0     4
         wap03a  41   4090  263417  4730  286722            0.5                1                1               7200  200        1.08       1  353        4090         405               0         0           1     1  15377  7200.01  3035.54               7200     3903.02   177     7200  176            108     1.08319     1.09806          347           449             0     176         4.88068        0.136364             120855            57783       0            40             0     5
         wap03a  41   4090  263417  4730  286722            0.5                1                1               7200  200        1.08       1  353        4090         350               0         0           1     1  13322     7200  3017.63               7200     3788.86   181  6324.38  156            101     1.12309     1.13677          348           398             0     180         4.31111        0.661111             120901            56732       0            40             0     6
         wap03a  41   4090  263417  4730  286722            0.5                1                1               7200  200        1.08       1  345        4090         324               0         0           1     1  14473  7200.05  2620.91               7200     3405.01   243  5915.33  197             90    0.905453    0.914629          324           425             0     172         3.49419        0.343023             125003            65502       0            40             0     7
         wap03a  41   4090  263417  4730  286722            0.5                1                1               7200  200        1.08       1  354        4090         342               0         0           1     1  14571  7200.02  3224.94         0.00983191     3959.13   189  5324.62  136            135     1.20386     1.21968          342           397             0     187          4.6631        0.331551             122025            55130       0            40             0     8
         wap03a  41   4090  263417  4730  286722            0.5                1                1               7200  200        1.08       1  352        4090         364               0         0           1     1  13919  7200.04  3125.85               7200     3896.78   187  4797.88  120             67     1.16177     1.17631          349           422             0     186         4.41935        0.327957             122651            56549       0            40             0     9
         wap03a  41   4090  263417  4730  286722            0.5                1                1               7200  200        1.08       1  351        4090         350               0         0           1     1  14983  7200.02  3173.09               7200     3936.61   190  5568.51  145             87     1.15744     1.17193          350           411             0     189         4.40741        0.433862             124549            57525       0            40             0    10
         wap04a  41   4032  251649  5231  294902            0.5                1                1               7200  200        1.08       1  618        4032         605               0         0           1     1  29581  7200.01  3482.68               7200     4447.13    67  7200.01   66             44     1.58782     1.61257          605           181             0      66         9.60606         9.25758              65744            25620       0            40             0     1
         wap04a  41   4032  251649  5231  294902            0.5                1                1               7200  200        1.08       1  620        4032         622               0         0           1     1  28635  7200.02   3448.7               7200     4485.53    65  6047.64   52             17     1.59691     1.61859          612           200             0      64         8.46875         9.04688              64365            25002       0            40             0     2
         wap04a  41   4032  251649  5231  294902            0.5                1                1               7200  200        1.08       1  578        4032         639               0         0           0     0  26494     7200  3506.19               7200     4548.32    61  7077.82   59             25     1.53015     1.55797          617           205             0      60           11.25         12.4667              61014            24261       0            40             0     3
         wap04a  41   4032  251649  5231  294902            0.5                1                1               7200  200        1.08       1  613        4032         603               0         0           1     1  30125     7200  3553.78               7200     4503.71    69     7200   68             33     1.68948     1.71179          603           189             0      68         8.19118         7.79412              66546            24961       0            40             0     4
         wap04a  41   4032  251649  5231  294902            0.5                1                1               7200  200        1.08       1  598        4032         614               0         0           0     0  27786  7200.02   3610.8               7200     4601.93    63  5071.82   42             32     1.64154     1.66717          614           181             0      62         9.80645         7.29032              62815            23721       0            40             0     5
         wap04a  41   4032  251649  5231  294902            0.5                1                1               7200  200        1.08       1  634        4032         653               0         0           1     1  31922  7200.06  3502.54               7200     4595.59    63  7200.06   62             37     1.65707     1.68327          630           210             0      62         9.93548         10.5806              61799            23512       0            40             0     6
         wap04a  41   4032  251649  5231  294902            0.5                1                1               7200  200        1.08       1  635        4032         638               0         0           1     1  30902     7200  3435.24               7200     4522.78    63  4217.48   33             17     1.62154        1.64          625           200             0      62         7.17742          7.8871              62858            24100       0            40             0     7
         wap04a  41   4032  251649  5231  294902            0.5                1                1               7200  200        1.08       1  625        4032         642               0         0           1     1  30036  7200.02  3490.22               7200     4575.71    62  7200.02   61             29     1.60736     1.62892          624           204             0      61         8.42623         8.06557              61665            23844       0            40             0     8
         wap04a  41   4032  251649  5231  294902            0.5                1                1               7200  200        1.08       1  624        4032         625               0         0           1     1  30002  7200.02  3557.18               7200     4547.72    66  7200.02   65             29     1.69097     1.71301          622           194             0      65         8.15385             9.2              64491            24043       0            40             0     9
         wap04a  41   4032  251649  5231  294902            0.5                1                1               7200  200        1.08       1  589        4032         546               0         0           1     1  29059     7200  2505.34               7200     3564.92   145  2935.07   52             48    0.830277    0.842944          546           211             0      53         8.84906         10.9811              67330            37025       0            40             0    10
