       instance    k  n_red    m_red      n        m  heu_timelimit  exact_timelimit  do_confirm_crit  confirm_timelimit    R  reltg_size  do_heu    ss  ss_gen_1st  ss_fin_1st  chroma_k_early  chroma_k  crit_early  crit    edges           time             time_pp  time_confirm_chroma  time_confirm_crit               time_color  iter            ttb  itb  max_iter_diff              ss_fin_avg              ss_gen_avg  ss_gen_best  num_size_att  heu_mistakes  num_pp         avg_pp_reduced        avg_pp_skipped  calls_to_coloring  num_gen_subsets  infeas  clique_start  color_not_ok  seed
 1-Insertions_4    5     67      232     67      232            0.5                1                1                300  200        1.08       0    67          67          67               1         1           0     1      232   27.276746184                   0              5.6e-08        2.442730378       14.278329120999993     1              0    0              0                       0                       0           67            11             0       0                     NA                    NA               2200             2200       0             2             0     8
 1-Insertions_4    5     67      232     67      232            0.5                1                1                300  200        1.08       0    67          67          67               1         1           0     1      232   16.794542085                   0              7.1e-08        3.058736968        4.206363563000002     1              0    0              0                       0                       0           67            11             0       0                     NA                    NA               2200             2200       0             2             0     9
 1-Insertions_4    5     67      232     67      232            0.5                1                1                300  200        1.08       0    67          67          67               1         1           0     1      232    16.48586318                   0              5.8e-08        3.455823272        6.609713490999996     1              0    0              0                       0                       0           67            11             0       0                     NA                    NA               2200             2200       0             2             0    10
 1-Insertions_5    6    202     1227    202     1227            0.5                1                1                300  200        1.08       0   202         202         202               1         1           0     1     1227   11.954291828                   0              5.7e-08       83.092598751        1.292756857999984     1              0    0              0                       0                       0          202            15             0       0                     NA                    NA               3000             3000       0             2             0     1
 1-Insertions_5    6    202     1227    202     1227            0.5                1                1                300  200        1.08       0   202         202         202               1         1           0     1     1227   11.089125579                   0              5.7e-08       81.758025368       1.1143032869999783     1              0    0              0                       0                       0          202            15             0       0                     NA                    NA               3000             3000       0             2             0     2
 1-Insertions_5    6    202     1227    202     1227            0.5                1                1                300  200        1.08       0   202         202         202               1         1           0     1     1227    9.808758139                   0              5.9e-08       83.984970185       1.3370857610000555     1              0    0              0                       0                       0          202            15             0       0                     NA                    NA               3000             3000       0             2             0     3
 1-Insertions_5    6    202     1227    202     1227            0.5                1                1                300  200        1.08       0   202         202         202               1         1           0     1     1227    9.856537854                   0              6.2e-08       81.142742769       1.1456916669999637     1              0    0              0                       0                       0          202            15             0       0                     NA                    NA               3000             3000       0             2             0     4
 1-Insertions_5    6    202     1227    202     1227            0.5                1                1                300  200        1.08       0   202         202         202               1         1           0     1     1227     9.44555573                   0              6.3e-08       85.402931893       0.9328079339999976     1              0    0              0                       0                       0          202            15             0       0                     NA                    NA               3000             3000       0             2             0     5
 1-Insertions_5    6    202     1227    202     1227            0.5                1                1                300  200        1.08       0   202         202         202               1         1           0     1     1227   10.709272369                   0             2.51e-07        87.24554306       1.1812062340000042     1              0    0              0                       0                       0          202            15             0       0                     NA                    NA               3000             3000       0             2             0     6
 1-Insertions_5    6    202     1227    202     1227            0.5                1                1                300  200        1.08       0   202         202         202               1         1           0     1     1227   10.165294214                   0             1.34e-07       80.274675874       0.9750608379999943     1              0    0              0                       0                       0          202            15             0       0                     NA                    NA               3000             3000       0             2             0     7
 1-Insertions_5    6    202     1227    202     1227            0.5                1                1                300  200        1.08       0   202         202         202               1         1           0     1     1227   10.352395301                   0              6.7e-08       85.071289323        1.219810657999988     1              0    0              0                       0                       0          202            15             0       0                     NA                    NA               3000             3000       0             2             0     8
 1-Insertions_5    6    202     1227    202     1227            0.5                1                1                300  200        1.08       0   202         202         202               1         1           0     1     1227      9.4987277                   0              6.3e-08       93.040333267       0.9401064560000111     1              0    0              0                       0                       0          202            15             0       0                     NA                    NA               3000             3000       0             2             0     9
 1-Insertions_5    6    202     1227    202     1227            0.5                1                1                300  200        1.08       0   202         202         202               1         1           0     1     1227    9.008724806                   0              6.2e-08       87.316990418       1.0490345389999598     1              0    0              0                       0                       0          202            15             0       0                     NA                    NA               3000             3000       0             2             0    10
 1-Insertions_6    7    607     6337    607     6337            0.5                1                1                300  200        1.08       0   607         607         607               1         1           0     0     6337   22.217592001                   0              5.8e-08      300.678004499        1.682037261999779     1              0    0              0                       0                       0          607            19             0       0                     NA                    NA               3800             3800       0             2             0     1
 1-Insertions_6    7    607     6337    607     6337            0.5                1                1                300  200        1.08       0   607         607         607               1         1           0     0     6337   20.561574025                   0             2.79e-07      301.513537445       1.5485989359999106     1              0    0              0                       0                       0          607            19             0       0                     NA                    NA               3800             3800       0             2             0     2
 1-Insertions_6    7    607     6337    607     6337            0.5                1                1                300  200        1.08       0   607         607         607               1         1           0     0     6337   21.714423624                   0              5.4e-08      301.851667735       2.6001751440001017     1              0    0              0                       0                       0          607            19             0       0                     NA                    NA               3800             3800       0             2             0     3
 1-Insertions_6    7    607     6337    607     6337            0.5                1                1                300  200        1.08       0   607         607         607               1         1           0     0     6337   25.841686944                   0              6.4e-08      300.738239061        2.646774547999888     1              0    0              0                       0                       0          607            19             0       0                     NA                    NA               3800             3800       0             2             0     4
 1-Insertions_6    7    607     6337    607     6337            0.5                1                1                300  200        1.08       0   607         607         607               1         1           0     0     6337   25.335948688                   0              5.4e-08      300.337635784       1.8107009110000236     1              0    0              0                       0                       0          607            19             0       0                     NA                    NA               3800             3800       0             2             0     5
